"0x1C141A","Main AC switch invert information","ACCD_stMnSwtInvIn_C"
"0x1C1394","input for cooling need (0: Analog 1: from CAN)","ACCD_swtFanTyp_C"
"0x1C141B","Signal A/C main switch via digital input (0) or CAN (1)","ACCD_swtSigMnSwtVal_C"
"0x1C1405","Indicates the type of cooling system used (noAC, mechanical, AnalogOrCan)","ACCD_swtTypVal_C"
"0x1C1406","Indicates whether the switch is configurable from Data set or EEPROM","ACCD_swtTypType_C"
"0x1C1408","ID-Word for error handling","ACCD_stSensIDWord_C"
"0x1C140A","default value for AC pressure","ACCD_pDfl_C"
"0x1C141C","threshold for drAPP/dt to skip plausibility check APP/Brk","AccPed_drAPPUnFltLim_C"
"0x1C1420","delta ratio to step up AccPed ratio on healing or detection of unplausibilty accped-brake","AccPed_drLimUp_C"
"0x1C1424","delta ratio to step down AccPed ratio on unplausibility accped-brake","AccPed_drLimDwn_C"
"0x1C1428","idle speed when break pressed","AccPed_nErrBrkPressed_C"
"0x1C142A","substitute value of low idle set point on AccPed error","AccPed_nErr_C"
"0x1C142C","Engine speed limit in not monitored range","AccPed_nLimNMR_C"
"0x1C142E","threshold for engine speed to skip security check","AccPed_nLim_C"
"0x1C1430","substitute value of low idle set point on unplausibility AccPed-Brake","AccPed_nSecCase_C"
"0x1C1432","Heal debounce time for non-plausibility between AccPed and Brake","AccPed_tiPlausBrkDebNeg_C"
"0x1C1434","Error debounce time for non-plausibilty between AccPed and Brake","AccPed_tiPlausBrkDebPos_C"
"0x1C1436","substitute value for AccPed ratio on security case","AccPed_rErrValPlaus_C"
"0x1C1438","Threshold for enabling AccPed plausibility check","AccPed_rThPlaus_C"
"0x1C143A","Threshold between overrun and propulsion","AccPed_rThresPrp_C"
"0x1C143C","Threshold for the activation of the plausibility check AccPed - brake","AccPed_rThresSfty_C"
"0x1C143E","ratio of APP, below which the resulting fuel quantity should be zero","AccPed_rZero_C"
"0x1C1440","threshold of gearinformation for switching to the other driver's behaviour map","AccPed_stGear_C"
"0x1C1441","1:unplausibility check released","AccPed_swtPlausCheck_C"
"0x1C1442","1: Reset unplausibility on AccPed OR Brake","AccPed_swtRstCon_C"
"0x1C1443","1: check for vehicle dynamics intervention active","AccPed_swtVehDynReqd_C"
"0x1C1444","debouncing time for quit of unplausibility","AccPed_tiChkDebNeg_C"
"0x1C1446","debouncing time for detection of unplausibility","AccPed_tiChkDebPos_C"
"0x1C0740","bypass label, do NOT edit!","AccPed_trqDes_Vector"
"0x1C0741","bypass label, do NOT edit!","AccPed_trqDes_Channel"
"0x1C1480","driver's behaviour map as engine torque at conventional powertrain coordination","AccPed_trqEngHiGear_MAP"
"0x1C16C4","driver's behaviour map as engine torque at conventional powertrain coordination","AccPed_trqEngLoGear_MAP"
"0x1C18D0","maximum allowed torque in not monitorable range of APP","AccPed_trqNMRMax_C"
"0x1C1916","driver's behaviour map as propulsion torque at Mastershift powertrain coordination","AccPed_trqPrp_MAP"
"0x1C1B16","threshold for vehicle speed to skip security check","AccPed_vLim_C"
"0x1C1B18","2nd upper hysterisis limit for change in accelerator pedal value","ACCtl_drDAAccPedHi2_C"
"0x1C1B1A","Upper hysteresis threshold for accelerator pedal change [%/sec]","ACCtl_drDAAccPedHi_C"
"0x1C1B1C","2nd lower hysterisis for change in accelerator pedal value","ACCtl_drDAAccPedLo2_C"
"0x1C1B1E","Lower hysteresis threshold for accelerator pedal change [%/sec]","ACCtl_drDAAccPedLo_C"
"0x1C1B20","2nd Upper hysteresis limit for average engine speed","ACCtl_nDAEngHi2_C"
"0x1C1B22","Upper hysteresis threshold for engine speed","ACCtl_nDAEngHi_C"
"0x1C1B24","2nd lower hysteresis limit for average engine speed","ACCtl_nDAEngLo2_C"
"0x1C1B26","Lower hysteresis threshold for engine speed","ACCtl_nDAEngLo_C"
"0x1C1B28","Maximum speed for shut off condition low engine speed","ACCtl_nMax_C"
"0x1C1B60","Compressor Low Idle value for ACCtl_nMin Message","ACCtl_nMin_C"
"0x1C1B62","Threshold for switch off low-idle speed increase","ACCtl_nThres_C"
"0x1C1B2A","max. gear for AC","ACCtl_stGear_C"
"0x1C0742","bypass label, do NOT edit!","ACCtl_stLogicOut_Vector"
"0x1C0743","bypass label, do NOT edit!","ACCtl_stLogicOut_Channel"
"0x1C1B2C","Status of State machine for compressor torque release","ACCtl_stRlsStMch_C"
"0x1C1B32","Upper hysteresis threshold for coolant temperature","ACCtl_tClntHi_C"
"0x1C1B34","Lower hysteresis threshold for coolant temperature","ACCtl_tClntLo_C"
"0x1C1B36","Upper hysteresis threshold for reduced coolant temperature","ACCtl_tClntRedHi_C"
"0x1C1B38","lower hysteresis threshold for reduced coolant temperature","ACCtl_tClntRedLo_C"
"0x1C1B3C","Time to maintain a Stop release if clutch not confirmed","ACCtl_tiMonDebHiLo_C"
"0x1C1B40","Timeout to consider the compressor clutch not confirmed","ACCtl_tiMonDebLoHi_C"
"0x1C1B44","Time to maintain a Stop release if unplausibility clutch - power demand","ACCtl_tiMonHigh_C"
"0x1C1B48","Maximum compressor shut off time after start","ACCtl_tiNormalMax_C"
"0x1C1B4C","Minimum time between two following shut off conditions","ACCtl_tInt_C"
"0x1C1B50","Maximum time of a shut off condition","ACCtl_tMax_C"
"0x1C1B54","Minimum time of a shut off condition","ACCtl_tMin_C"
"0x1C1B58","2nd Upper hysteresis limit for vehicle speed","ACCtl_vDAVehHi2_C"
"0x1C1B5A","Upper hysteresis threshold for vehicle speed","ACCtl_vDAVehHi_C"
"0x1C1B5C","2nd Lower hysteresis limit for vehicle speed","ACCtl_vDAVehLo2_C"
"0x1C1B5E","Lower hysteresis threshold for vehicle speed","ACCtl_vDAVehLo_C"
"0x1C1B64","delay for vanishing torque desire of the air conditioner compressor","ACTrqC_tiDelQOff_C"
"0x1C1B66","time correction of the time delay of desired momentum of the air conditioner compressor","ACTrqC_tiDelQOn_C"
"0x1C1B68","static torque of air conditioner compressor","ACTrqC_trqACStat_C"
"0x1C0744","bypass label, do NOT edit!","ACTrqC_trqDes_Vector"
"0x1C0745","bypass label, do NOT edit!","ACTrqC_trqDes_Channel"
"0x1C0746","bypass label, do NOT edit!","ACTrqC_trqLead_Vector"
"0x1C0747","bypass label, do NOT edit!","ACTrqC_trqLead_Channel"
"0x1C1396","Upper threshold pressure of the hysteresis curve","AC_pFanMinXHigh_C"
"0x1C1398","Lower threshold pressure of the hysteresis curve","AC_pFanMinXLow_C"
"0x1C139A","Relative fanspeed when AC is on","AC_rFanMinAC_C"
"0x1C139C","Relative fanspeed as per the mechanical sensor input","AC_rFanMinClg_C"
"0x1C13AA","Curve for calculating the fanspeed for decremental pressure changes","AC_rFanMinDecPres_CUR"
"0x1C13C0","Curve for calculating the fanspeed for incremental pressure changes","AC_rFanMinIncPres_CUR"
"0x1C1390","Power demand by CAN ( 1 = CAN, 0 = Off )","AC_swtACClth_C"
"0x1C1392","Delay to take into account for the power demand from the air conditioning compressor","AC_tiACClth_C"
"0x1C1354","Error debounce time for ADC queue error","ADCMon_DebQueueDef_C"
"0x1C1356","Error debounce time for ADC reference voltage error","ADCMon_DebRefVltgSRCDef_C"
"0x1C1358","Error count for ADC test impulse error (event debouncing)","ADCMon_DebTstImpDef_C"
"0x1C135A","Engine speed threshold for program flow check of event synchronous ADC queue monitoring","ADCMon_nQueueMon_C"
"0x1C135C","Timeout for program flow check of event synchronous ADC queue monitoring","ADCMon_tiQueueMon_C"
"0x1C135E","Time between two ADC test impulses","ADCMon_tiSendTstImp_C"
"0x1C1360","Upper threshold for ADC reference voltage","ADCMon_uRefSRCMax_C"
"0x1C1362","Lower threshold for ADC reference voltage","ADCMon_uRefSRCMin_C"
"0x1C1364","Upper threshold for ADC test impulse voltage","ADCMon_uTstImpSRCMax_C"
"0x1C1B6C","additive pump debounce overtemperature error defect","AddPCD_DebExcTempDef_C"
"0x1C1B6E","additive pump debounce overtemperature error OK","AddPCD_DebExcTempOk_C"
"0x1C1B70","additive pump debounce no-load error defect","AddPCD_DebNoLoadDef_C"
"0x1C1B72","additive pump debounce no-load error OK","AddPCD_DebNoLoadOk_C"
"0x1C1B74","additive pump debounce short circuit Ubatt error defect","AddPCD_DebShortCircBatDef_C"
"0x1C1B76","additive pump debounce short-circuit Ubatt error OK","AddPCD_DebShortCircBatOk_C"
"0x1C1B78","additive pump debounce short-circuit Gnd error defect","AddPCD_DebShortCircGndDef_C"
"0x1C1B7A","additive pump debounce short-circuit Gnd error OK","AddPCD_DebShortCircGndOk_C"
"0x1C1B7C","correction factor compensation in start state","AddPCD_facLpGnStrt_C"
"0x1C1B7E","application parameter for the additive tank pump diagnostic signal","AddPCD_numDia_C"
"0x1C1B7F","application parameter for pin selection of additive pump pwm output signal","AddPCD_numPwmOut_C"
"0x1C1B80","Time constant for battery voltage correction filter","AddPCD_tiPT1FacCor_C"
"0x1C1B84","inverted output signal","AddPCD_stInvOut_C"
"0x1C1B86","Period of output signal for additive pump","AddPCD_tiPer_C"
"0x1C1BA2","Conversion of lift ratio to duty cycle","AddPCD_rCnv_CUR"
"0x1C1BBA","Maximum limit for the battery voltage corrected output to the power stage","AddPCD_rOutMax_C"
"0x1C1BBC","Minimum limit for the battery voltage corrected output to the power stage","AddPCD_rOutMin_C"
"0x1C1BBE","test duty-cycle if debounced error occured","AddPCD_rTst_C"
"0x1C1BC0","Specification of deactivation behavior of the power stage","AddPCD_stPwrStgActv_C"
"0x1C1BC1","Bit-selectionmask powerstage diagnosis deactivation(0:permanent off 1:during start off 2:during afterrun off 3:off on low Ubatt)","AddPCD_stPwrStgDia_C"
"0x1C1BC2","switch to determine whether battery voltage correction is required or not","AddPCD_swt_C"
"0x1C1BC4","time between two tests when power stage is defective","AddPCD_tiBtwTst_C"
"0x1C1BC8","Defect recognition time for not plausible additive quantity","AddPmp_DebCANVolDef_C"
"0x1C1BCA","Debounce time for not plausible additive quantity healing","AddPmp_DebCANVolOk_C"
"0x1C1BCC","Defect recognition time for CAN faults","AddPmp_DebCANDef_C"
"0x1C1BCE","Debounce time for CAN faults for healing","AddPmp_DebCANOk_C"
"0x1C1BD0","Debounce time for defect recognition","AddPmp_DebLvlCritDef_C"
"0x1C1BD2","Debounce time for healing","AddPmp_DebLvlCritOk_C"
"0x1C1BD4","Debounce time for defect recognition","AddPmp_DebLvlDef_C"
"0x1C1BD6","Debounce time for healing","AddPmp_DebLvlOk_C"
"0x1C1BD8","Factor of active additive mass / additive mass","AddPmp_facActvAddMs_C"
"0x1C1BE6","Factor between active mass [g] and fuel mass [Kg] for additive type 0","AddPmp_facActvFlMs0_CUR"
"0x1C1BFC","Factor between active mass [g] and fuel mass [Kg] for additive type 1","AddPmp_facActvFlMs1_CUR"
"0x1C1C12","Factor between active mass [g] and fuel mass [Kg] for additive type 2","AddPmp_facActvFlMs2_CUR"
"0x1C1C1C","Injection factor of additive","AddPmp_facAddInj_C"
"0x1C1C20","Distance to confirm critical additive level","AddPmp_lAddTnkCrit_C"
"0x1C1C24","Distance to confirm minimum additive level","AddPmp_lAddTnkMin_C"
"0x1C1C28","Active additive mass correction","AddPmp_mActvDemCor_C"
"0x1C1C2A","Maximum active additive mass to inject","AddPmp_mActvDemMax_C"
"0x1C1C2C","Minimum active additive mass to process additive injection","AddPmp_mActvDemMin_C"
"0x1C1C2E","Average consumption of the additive","AddPmp_mAvrg_C"
"0x1C1C30","Maximum allowed additive quantity","AddPmp_mMax_C"
"0x1C1C32","Additive density for type 0","AddPmp_rhoAdd0_C"
"0x1C1C34","Additive density for type 1","AddPmp_rhoAdd1_C"
"0x1C1C36","Additive density for type 2","AddPmp_rhoAdd2_C"
"0x1C1C38","Concentration of the additive","AddPmp_rhoConc_C"
"0x1C1C4C","output duty cycle value to command the additive pump","AddPmp_rOut_C"
"0x1C1C3A","Additive type selection","AddPmp_swtAddTypVal_C"
"0x1C1C3B","Additivation configuration switch","AddPmp_swtCfgVal_C"
"0x1C1C4E","period of CAN pump signal","AddPmp_tiAddCAN_C"
"0x1C1C50","maximal duration of injection in case of PWM pump signal","AddPmp_tiAddDesMax_C"
"0x1C1C54","period of PWM pump signal","AddPmp_tiAddImp_C"
"0x1C1C3C","Max time in the state ADDPMP_INJCOND","AddPmp_tiInjCond_C"
"0x1C1C58","time to hold the volume step transmitted to CAN driven pump","AddPmp_tiVolStpTx_C"
"0x1C1C3E","Minimum velocity to enable additive injection","AddPmp_vMinInj_C"
"0x1C1C5C","additive volume injected by PWM pump per 1000 periods","AddPmp_volAddImp_C"
"0x1C1C5E","maximum additive volume transmitted to CAN driven pump","AddPmp_volAddStpMax_C"
"0x1C1C40","Critical level of additive tank","AddPmp_volAddTnkCrit_C"
"0x1C1C42","Minimum level of additive tank","AddPmp_volAddTnkMin_C"
"0x1C1C44","Init value of additive tank volume","AddPmp_volAddTnk_C"
"0x1C0DE4","address of a free applicable signal","Signals_adFreeApplic1_C"
"0x1C0DE8","datatyp of a free applicable signal","Signals_numTypFreeApplic1_C"
"0x1C0DEC","address of a free applicable signal","Signals_adFreeApplic2_C"
"0x1C0DF0","datatyp of a free applicable signal","Signals_numTypFreeApplic2_C"
"0x1C0DF4","address of a free applicable signal","Signals_adFreeApplic3_C"
"0x1C0DF8","datatyp of a free applicable signal","Signals_numTypFreeApplic3_C"
"0x1C1C60","SRC low value of airmass","AFSCD_dmAirThrSRCLo_C"
"0x1C1C62","SRC high value of airmass","AFSCD_dmAirThrSRCHi_C"
"0x1C2040","min. value of SRC","AFSCD_uSRCMin_C"
"0x1C2042","induction temperature: sensor maximal value for SRC","AFSCD_uSRCMax_C"
"0x1C20AA","switch to invert the duty cycle of the air temperature signal from HFM6 sensor","AFSCD_stDcycInv_C"
"0x1C20AC","lower threshold for the SRC of the reference signal time period provided by the HFM6 sensor","AFSCD_tiRefSigPerMin_C"
"0x1C20AE","upper threshold for the SRC of the reference signal time period for the HFM6 sensor","AFSCD_tiRefSigPerMax_C"
"0x1C20B0","minimum threshold for the SRC of the duty cycle of the air temperature signal from the HFM6 sensor","AFSCD_dcycAirTempSigMin_C"
"0x1C20B2","upper threshold for the SRC check of the duty cycle of the air temperature signal from the HFM6 sensor","AFSCD_dcycAirTempSigMax_C"
"0x1C1CA6","error debounce for plausibility check of offsetdrift high","AFSCD_DebPlHiOffsDrftDef_C"
"0x1C1CA8","healing debounce for plausibility check of offsetdrift high","AFSCD_DebPlHiOffsDrftOk_C"
"0x1C223C","error debounce for plausibility check of sensitivity drift high of airmass","AFSCD_DebPlHiSetyDrftDef_C"
"0x1C223E","healing debounce for plausibility check of sensitivity drift high of airmass","AFSCD_DebPlHiSetyDrftOk_C"
"0x1C1CAA","error debounce for plausibility check of offsetdrift low","AFSCD_DebPlLoOffsDrftDef_C"
"0x1C1CAC","healing debounce for plausibility check of offsetdrift low","AFSCD_DebPlLoOffsDrftOk_C"
"0x1C2240","error debounce for plausibility check of sensitivity drift low of airmass","AFSCD_DebPlLoSetyDrftDef_C"
"0x1C2242","healing debounce for plausibility check of sensitivity drift low of airmass","AFSCD_DebPlLoSetyDrftOk_C"
"0x1C1CAE","defect debounce time for short circuit to battery, ground or signal cut-off error of the air mass signal","AFSCD_DebRawAirmSigDef_C"
"0x1C1CB0","defect healing time for short circuit to battery, ground or signal cut-off error of the air mass signal","AFSCD_DebRawAirmSigOk_C"
"0x1C20B4","defect debounce time for short circuit to battery, ground or signal cut-off error of the air temperature signal","AFSCD_DebRefSigDef_C"
"0x1C20B6","defect healing time for short circuit to battery, ground or signal cut-off error of the air temperature signal","AFSCD_DebRefSigOk_C"
"0x1C1CB2","error debounce for SRC high of airmass","AFSCD_DebSRCHiAirmDef_C"
"0x1C1CB4","healing debounce for SRC high of airmass","AFSCD_DebSRCHiAirmOk_C"
"0x1C20B8","defect debouncing time for the SRC high error for air temperature","AFSCD_DebSRCHiAirTempDef_C"
"0x1C20BA","healing time for the SRC high error for the air temperature","AFSCD_DebSRCHiAirTempOk_C"
"0x1C1CB6","defect debouncing time for the SRC high error for the battery voltage","AFSCD_DebSRCHiBattDef_C"
"0x1C1CB8","healing time for the SRC high error for the battery voltage","AFSCD_DebSRCHiBattOk_C"
"0x1C1CBA","defect debounce time for SRC high error of the corrected air mass signal","AFSCD_DebSRCCorrAirmHiDef_C"
"0x1C1CBC","defect healing time for SRC high error of the corrected air mass signal","AFSCD_DebSRCCorrAirmHiOk_C"
"0x1C20BC","intake-port temperature: error debounce time for SRC-High error","AFSCD_DebSRCHighDef_C"
"0x1C20BE","induction temperature: healing debounce time for SRC-High error","AFSCD_DebSRCHighOk_C"
"0x1C1CBE","defect debounce time for SRC high error of the raw air mass signal","AFSCD_DebSRCRawAirmHiDef_C"
"0x1C1CC0","defect healing time for SRC high error of the raw air mass signal","AFSCD_DebSRCRawAirmHiOk_C"
"0x1C20C0","defect debounce time for SRC high error of the time period of the air temperature signal","AFSCD_DebSRCRefSigHiDef_C"
"0x1C20C2","defect healing time for SRC high error of the time period of the air temperature signal","AFSCD_DebSRCRefSigHiOk_C"
"0x1C1CC2","error debounce for SRC low of airmass","AFSCD_DebSRCLoAirmDef_C"
"0x1C1CC4","healing debounce for SRC low of airmass","AFSCD_DebSRCLoAirmOk_C"
"0x1C20C4","defect debouncing time for the SRC low error for air temperature","AFSCD_DebSRCLoAirTempDef_C"
"0x1C20C6","healing time for the SRC low error for air temperature","AFSCD_DebSRCLoAirTempOk_C"
"0x1C1CC6","defect debouncing time for the SRC low error for the battery voltage","AFSCD_DebSRCLoBattDef_C"
"0x1C1CC8","healing time for the SRC low error for the battery voltage","AFSCD_DebSRCLoBattOk_C"
"0x1C1CCA","defect debounce time for SRC low error of the corrected air mass signal","AFSCD_DebSRCCorrAirmLoDef_C"
"0x1C1CCC","defect healing time for the SRC low error of the corrected air mass signal","AFSCD_DebSRCCorrAirmLoOk_C"
"0x1C1CCE","defect debounce time for the SRC low error of the raw air mass signal","AFSCD_DebSRCRawAirmLoDef_C"
"0x1C1CD0","defect healing time for the SRC low error of the raw air mass signal","AFSCD_DebSRCRawAirmLoOk_C"
"0x1C20C8","defect debounce time for SRC low error for the reference period time of air temperature signal","AFSCD_DebSRCRefSigLoDef_C"
"0x1C20CA","defect healing time for the SRC low error of the reference signal time period of the air temperature signal","AFSCD_DebSRCRefSigLoOk_C"
"0x1C20CC","induction temperature: Error debounce time for SRC-Low error","AFSCD_DebSRCLowDef_C"
"0x1C20CE","induction temperature: healing debounce time for SRC-Low error","AFSCD_DebSRCLowOk_C"
"0x1C20D0","defect debounce time for the SRC max error of the duty cycle of the air temperature signal","AFSCD_DebSRCAirTempDcycMaxDef_C"
"0x1C20D2","defect healing time for the SRC max error of the duty cycle of air temperature signal","AFSCD_DebSRCAirTempDcycMaxOk_C"
"0x1C20D4","defect debounce time for the SRC min error of the duty cycle of the air temperature signal","AFSCD_DebSRCAirTempDcycMinDef_C"
"0x1C20D6","defect healing time for SRC min error of the duty cycle of the air temperature signal","AFSCD_DebSRCAirTempDcycMinOk_C"
"0x1C2278","curve for corrected value of air mass flow based on engine speed","AFSCD_dmAirPerTimeCorr_CUR"
"0x1C1CD4","maximum measurable air mass by the HFM6 sensor.","AFSCD_dmAirPerTimeMax_C"
"0x1C1CD8","scaling factor for the air mass","AFSCD_dmAirPerTimeSclFac_C"
"0x1C22EE","Substitute value for air mass flow based on engine speed and fuel quantity.","AFSCD_dmAirSubsVal_MAP"
"0x1C213C","Air mass flow limit in the low-idle range for correction factor","AFSCD_dmIdlAirMsLim_C"
"0x1C213E","Airmass flow limit in the load range for second correction factor curve.","AFSCD_dmLd2AirMsLim_C"
"0x1C2140","Air mass flow limit in the load range for correction factor curve [kg/h]","AFSCD_dmLdAirMsLim_C"
"0x1C1D1C","curve for linearisation of air mass from period time to air mass per time","AFSCD_dmLinHFM6_CUR"
"0x1C24EE","threshold for the rate of change of average engine speed","AFSCD_dnPlSetyThr_C"
"0x1C2142","Maximum boost pressure gradient for releasing the drift compensation in second load range","AFSCD_dpLd2AdjThresHi_C"
"0x1C2144","Maximum boost pressure gradient for releasing the drift compensation in the load range [hPa/s]","AFSCD_dpLdAdjThresHi_C"
"0x1C2146","Maximum quantity gradient for releasing the drift compensation in second load range","AFSCD_dqLd2AdjThresHi_C"
"0x1C2148","Maximum quantity gradient for releasing the drift compensation in the load range","AFSCD_dqLdAdjThresHi_C"
"0x1C214A","Upper factor threshold value for water penetration detection","AFSCD_drWtPenDetThresHi_C"
"0x1C24F0","Threshold for rate of change of charge-air temperature","AFSCD_dtAirThres_C"
"0x1C2224","Gradient of the correction factor extrapolation below low-idle range during learning","AFSCD_facCorExtpIdlLrn_CUR"
"0x1C2124","Course of the correction factor extrapolation below the supporting coordinate of air mass flow in the low-idle range","AFSCD_facCorExtpIdl_CUR"
"0x1C2232","Gradient of the correction factor extrapolation above second load range during learning","AFSCD_facCorExtpLdLrn_CUR"
"0x1C2132","Course of the correction factor extrapolation above the air mass flow supporting coordinate in the load range","AFSCD_facCorExtpLd_CUR"
"0x1C2536","correction factor based on engine speed and fuel quantity","AFSCD_facCorrVal_MAP"
"0x1C214C","Maximum drift limit for the correction factor in low-idle","AFSCD_facHiThresIdlAdjVal_C"
"0x1C214E","Maximum compensation limit for the correction factor in low-idle during learning","AFSCD_facHiThresIdlLrnVal_C"
"0x1C2150","Maximum drift limt for correction factor in second load range.","AFSCD_facHiThresLd2AdjVal_C"
"0x1C2152","Maximum compensation limit for the correction factor in the second load range during learning","AFSCD_facHiThresLd2LrnVal_C"
"0x1C2154","Maximum drift limit for the correction factor in the load range","AFSCD_facHiThresLdAdjVal_C"
"0x1C2156","Maximum compensation limit for the correction factor in the first load range during learning","AFSCD_facHiThresLdLrnVal_C"
"0x1C2158","Step width limit for the correction factor in low-idle","AFSCD_facIdlAdjValStepLim_C"
"0x1C215A","Step width limit for the correction factor in low-idle during learning","AFSCD_facIdlLrnValStepLim_C"
"0x1C215C","Step width limit for correction factor in second load range","AFSCD_facLd2AdjValStepLim_C"
"0x1C215E","Step width limit for the correction factor in second load range during learning","AFSCD_facLd2LrnValStepLim_C"
"0x1C2160","Step width limit for the correction factor in the load range","AFSCD_facLdAdjValStepLim_C"
"0x1C2162","Step width limit for the correction factor in first load range during learning","AFSCD_facLdLrnValStepLim_C"
"0x1C2164","Minimum drift limit for the correction factor in the low-idle range","AFSCD_facLoThresIdlAdjVal_C"
"0x1C2166","Minimum drift limit for correction factor in second load range","AFSCD_facLoThresLd2AdjVal_C"
"0x1C2168","Minimum drift limit for the correction factor in the load range","AFSCD_facLoThresLdAdjVal_C"
"0x1C1D5C","rated correction factor for the raw air mass","AFSCD_facPerCor_C"
"0x1C1D84","Pulsation Correction factor Map","AFSCD_facPlsCor_MAP"
"0x1C1FA4","switch-on correction factor for calculation of airmass per unit time","AFSCD_facSwtOnCor_C"
"0x1C216C","maximum mileage on sensor to allow drift compensation to be active [km]","AFSCD_lAdjMax_C"
"0x1C220C","Distance of run in phase (rodage)","AFSCD_lDiffLrnInit_C"
"0x1C2210","Distance of airflow reference learning phase","AFSCD_lDiffLrn_C"
"0x1C1FA8","Time constant for the HFM6 low pass filter","AFSCD_tiLPFltPT1HFM6_C"
"0x1C07F4","PT1 time constant for zero point correction airmass value filter","AFSCD_tiLPFltPT1_C"
"0x1C2170","Upper engine speed threshold for releasing the drift compensation in the low-idle range","AFSCD_nAvrgIdlAdjThresHi_C"
"0x1C2172","Lower engine speed threshold for releasing the drift compensation in th elow-idle range","AFSCD_nAvrgIdlAdjThresLo_C"
"0x1C2736","threshold high-value of engine speed for plausibility check of sensitivity drift high of airmass","AFSCD_nAvrgThrHiPlHi_C"
"0x1C2738","threshold high-value of engine speed for plausibility check of sensitivity drift low of airmass","AFSCD_nAvrgThrHiPlLo_C"
"0x1C1FAC","threshold high-value of engine speed for SRC low of airmass","AFSCD_nAvrgThrHiSRCLo_C"
"0x1C273A","threshold low-value of engine speed for plausibility check of sensitivity drift high of airmass","AFSCD_nAvrgThrLoPlHi_C"
"0x1C273C","threshold low-value of engine speed for plausibility check of sensitivity drift low of airmass","AFSCD_nAvrgThrLoPlLo_C"
"0x1C1FAE","threshold low-value of engine speed for SRC low of airmass","AFSCD_nAvrgThrLoSRCLo_C"
"0x1C20D8","Application parameter to select analogue input signal for air temperature T1","AFSCD_numAdcTempAir_C"
"0x1C1FB0","application parameter for hot film air mass sensor","AFSCD_numAdc_C"
"0x1C273E","air pressure threshold low for plausibility check of sensitivity drift of airmass","AFSCD_pAirThrLo_C"
"0x1C2774","correction curve for the atmospheric air pressure","AFSCD_pAPSCorr_CUR"
"0x1C2174","Maximum difference between atmospheric and boost preasure for low-idle release","AFSCD_pBstAtmDiffLim_C"
"0x1C2176","Upper boost pressure threshold for releasing the drift compensation in second load range","AFSCD_pBstLd2AdjThresHi_C"
"0x1C2178","Lower boost pressure threshold for releasing the drift compensation in second load range","AFSCD_pBstLd2AdjThresLo_C"
"0x1C217A","Upper boost pressure threshold for releasing the drift compensation in the load range","AFSCD_pBstLdAdjThresHi_C"
"0x1C217C","Lower boost pressure threshold for releasing the drift compensation in the load range","AFSCD_pBstLdAdjThresLo_C"
"0x1C27A6","boost pressure threshold high for plausibility check of sensitivity drift high of airmass","AFSCD_pBstThrHiPlHi_C"
"0x1C27A8","boost pressure threshold low for plausibility check of sensitivity drift low of airmass","AFSCD_pBstThrLoPlLo_C"
"0x1C27AA","Normal atmospheric pressure","AFSCD_pNormAir_C"
"0x1C2180","Time constant for filtering the air mass flow","AFSCD_tiAirMsPT1_C"
"0x1C2184","Time constant for filtering the correction factor","AFSCD_tiCorFacPT1_C"
